total_number_of_words,total_number_of_stop_words,total_number_of_syllables,total_number_of_words_more_than_two_syllables,total_number_of_words_more_than_three_syllables,total_number_of_unique_words,total_number_of_sentences,total_number_of_characters,average_number_of_words_per_sentence,average_number_of_characters_per_sentence,average_number_of_characters_per_word,average_number_of_syllables_per_sentence,average_number_of_syllables_per_word,average_number_of_stop_words_per_sentence,average_number_of_stop_words_per_word,total_kuperman_age_of_acquistion_of_words,total_brysbaert_age_of_acquistion_of_words,total_subtlex_us_zipf_of_words,average_kuperman_age_of_acquistion_of_words_per_word,average_brysbaert_age_of_acquistion_of_words_per_word,average_kuperman_age_of_acquistion_of_words_per_sentence,average_brysbaert_age_of_acquistion_of_words_per_sentence,average_subtlex_us_zipf_of_words_per_word,average_subtlex_us_zipf_of_words_per_sentence,simple_adjectives_variation,simple_adpositions_variation,simple_adverbs_variation,simple_auxiliaries_variation,simple_coordinating_conjunctions_variation,simple_determiners_variation,simple_interjections_variation,simple_nouns_variation,simple_numerals_variation,simple_particles_variation,simple_pronouns_variation,simple_proper_nouns_variation,simple_punctuations_variation,simple_subordinating_conjunctions_variation,simple_symbols_variation,simple_verbs_variation,simple_spaces_variation,root_adjectives_variation,root_adpositions_variation,root_adverbs_variation,root_auxiliaries_variation,root_coordinating_conjunctions_variation,root_determiners_variation,root_interjections_variation,root_nouns_variation,root_numerals_variation,root_particles_variation,root_pronouns_variation,root_proper_nouns_variation,root_punctuations_variation,root_subordinating_conjunctions_variation,root_symbols_variation,root_verbs_variation,root_spaces_variation,corrected_adjectives_variation,corrected_adpositions_variation,corrected_adverbs_variation,corrected_auxiliaries_variation,corrected_coordinating_conjunctions_variation,corrected_determiners_variation,corrected_interjections_variation,corrected_nouns_variation,corrected_numerals_variation,corrected_particles_variation,corrected_pronouns_variation,corrected_proper_nouns_variation,corrected_punctuations_variation,corrected_subordinating_conjunctions_variation,corrected_symbols_variation,corrected_verbs_variation,corrected_spaces_variation,simple_type_token_ratio,root_type_token_ratio,corrected_type_token_ratio,bilogarithmic_type_token_ratio,uber_type_token_ratio,simple_type_token_ratio_no_lemma,root_type_token_ratio_no_lemma,corrected_type_token_ratio_no_lemma,bilogarithmic_type_token_ratio_no_lemma,uber_type_token_ratio_no_lemma,average_number_of_adjectives_per_word,average_number_of_adpositions_per_word,average_number_of_adverbs_per_word,average_number_of_auxiliaries_per_word,average_number_of_coordinating_conjunctions_per_word,average_number_of_determiners_per_word,average_number_of_interjections_per_word,average_number_of_nouns_per_word,average_number_of_numerals_per_word,average_number_of_particles_per_word,average_number_of_pronouns_per_word,average_number_of_proper_nouns_per_word,average_number_of_punctuations_per_word,average_number_of_subordinating_conjunctions_per_word,average_number_of_symbols_per_word,average_number_of_verbs_per_word,average_number_of_spaces_per_word,average_number_of_adjectives_per_sentence,average_number_of_adpositions_per_sentence,average_number_of_adverbs_per_sentence,average_number_of_auxiliaries_per_sentence,average_number_of_coordinating_conjunctions_per_sentence,average_number_of_determiners_per_sentence,average_number_of_interjections_per_sentence,average_number_of_nouns_per_sentence,average_number_of_numerals_per_sentence,average_number_of_particles_per_sentence,average_number_of_pronouns_per_sentence,average_number_of_proper_nouns_per_sentence,average_number_of_punctuations_per_sentence,average_number_of_subordinating_conjunctions_per_sentence,average_number_of_symbols_per_sentence,average_number_of_verbs_per_sentence,average_number_of_spaces_per_sentence,flesch_kincaid_reading_ease,flesch_kincaid_grade_level,gunning_fog_index,smog_index,coleman_liau_index,automated_readability_index,reading_time_for_fast_readers,reading_time_for_average_readers,reading_time_for_slow_readers
707,315,1115,128,50,329,24,3504,29.46,146.0,4.96,46.46,1.58,13.12,0.45,3156.3,2675.55,3370.42,4.46,3.78,131.51,111.48,4.77,140.43,0.75,0.18,0.71,0.3,0.27,0.1,1.0,0.64,0.75,0.11,0.5,0.49,0.07,0.39,0.0,0.77,0.12,5.61,1.63,3.27,1.54,0.9,0.84,1.0,7.22,2.12,0.58,3.0,5.2,0.7,1.65,0.0,7.4,0.49,3.97,1.15,2.31,1.09,0.64,0.59,0.71,5.1,1.5,0.41,2.12,3.67,0.49,1.17,0.0,5.23,0.34,0.47,12.37,8.75,0.88,43.92,0.47,12.37,8.75,0.88,43.92,0.08,0.12,0.03,0.04,0.02,0.1,0.0,0.18,0.01,0.04,0.05,0.16,0.14,0.03,0.0,0.13,0.02,2.33,3.54,0.88,1.12,0.46,2.92,0.04,5.25,0.33,1.12,1.5,4.67,4.21,0.75,0.0,3.83,0.71,43.51,14.51,19.03,8.25,12.34,16.64,2.36,2.95,4.04
735,369,971,79,14,314,25,3283,29.4,131.32,4.47,38.84,1.32,14.76,0.5,3128.26,2606.05,3655.4,4.26,3.55,125.13,104.24,4.97,146.22,0.79,0.2,0.72,0.19,0.13,0.09,1.0,0.75,0.78,0.1,0.28,0.36,0.09,0.5,0.0,0.7,0.07,4.96,1.93,3.9,1.23,0.63,0.68,1.0,8.1,2.33,0.56,2.19,3.81,0.89,2.35,0.0,6.61,0.27,3.51,1.36,2.76,0.87,0.44,0.48,0.71,5.73,1.65,0.39,1.55,2.7,0.63,1.66,0.0,4.67,0.19,0.43,11.58,8.19,0.87,38.87,0.43,11.58,8.19,0.87,38.87,0.05,0.13,0.04,0.06,0.03,0.07,0.0,0.16,0.01,0.04,0.08,0.15,0.14,0.03,0.0,0.12,0.02,1.56,3.88,1.16,1.68,0.92,2.16,0.04,4.72,0.36,1.16,2.4,4.4,4.08,0.88,0.0,3.52,0.56,65.23,11.46,16.06,4.28,9.46,14.31,2.45,3.06,4.2
2011,890,2770,273,96,633,90,9240,22.34,102.67,4.59,30.78,1.38,9.89,0.44,9129.95,7864.61,9548.41,4.54,3.91,101.44,87.38,4.75,106.09,0.56,0.12,0.71,0.1,0.1,0.06,1.0,0.47,0.67,0.1,0.23,0.47,0.03,0.41,1.0,0.51,0.02,5.77,1.72,6.12,1.0,0.85,0.79,1.0,9.73,4.99,0.7,2.49,6.74,0.57,2.23,1.0,8.05,0.18,4.08,1.22,4.33,0.7,0.6,0.56,0.71,6.88,3.53,0.5,1.76,4.77,0.4,1.58,0.71,5.69,0.13,0.31,14.12,9.98,0.85,36.0,0.31,14.12,9.98,0.85,36.0,0.05,0.1,0.04,0.05,0.03,0.1,0.0,0.21,0.03,0.03,0.06,0.1,0.15,0.01,0.0,0.12,0.06,1.2,2.34,0.83,1.12,0.76,2.16,0.01,4.79,0.61,0.57,1.31,2.3,3.41,0.32,0.01,2.77,1.33,67.63,9.38,14.37,5.9,9.89,11.38,6.7,8.38,11.49
388,159,610,75,23,185,14,1938,27.71,138.43,4.99,43.57,1.57,11.36,0.41,1998.32,1625.65,1916.54,5.15,4.19,142.74,116.12,4.94,136.9,0.69,0.32,0.88,0.36,0.25,0.16,0.0,0.54,1.0,0.15,0.5,0.54,0.13,0.62,0.0,0.69,0.09,3.71,1.95,2.47,1.21,0.71,0.99,0.0,5.31,1.73,0.67,2.12,3.69,0.96,1.77,0.0,5.12,0.3,2.63,1.38,1.75,0.85,0.5,0.7,0.0,3.75,1.22,0.47,1.5,2.61,0.68,1.25,0.0,3.62,0.21,0.48,9.39,6.64,0.88,36.79,0.48,9.39,6.64,0.88,36.79,0.07,0.1,0.02,0.03,0.02,0.1,0.0,0.25,0.01,0.05,0.05,0.12,0.14,0.02,0.0,0.14,0.03,2.07,2.71,0.57,0.79,0.57,2.64,0.0,6.86,0.21,1.43,1.29,3.29,3.79,0.57,0.0,3.93,0.79,45.7,13.77,18.82,7.32,12.5,15.95,1.29,1.62,2.22
851,401,1253,130,40,398,49,4046,17.37,82.57,4.75,25.57,1.47,8.18,0.47,4019.08,3320.18,4248.47,4.72,3.9,82.02,67.76,4.99,86.7,0.78,0.18,0.81,0.15,0.12,0.11,1.0,0.72,0.83,0.13,0.32,0.67,0.07,0.47,0.0,0.67,0.05,6.67,1.66,4.6,1.02,0.59,1.07,1.0,9.31,2.04,0.73,2.65,6.25,0.73,1.94,0.0,6.96,0.22,4.72,1.17,3.25,0.72,0.42,0.75,0.71,6.58,1.44,0.52,1.87,4.42,0.52,1.37,0.0,4.92,0.15,0.47,13.64,9.65,0.89,47.16,0.47,13.64,9.65,0.89,47.16,0.09,0.1,0.04,0.06,0.03,0.1,0.0,0.2,0.01,0.04,0.08,0.1,0.14,0.02,0.0,0.13,0.02,1.49,1.67,0.65,0.96,0.53,1.8,0.02,3.45,0.12,0.61,1.41,1.76,2.45,0.35,0.0,2.18,0.43,64.64,8.56,13.06,5.16,10.45,9.65,2.84,3.55,4.86
786,393,1191,144,46,329,36,3799,21.83,105.53,4.83,33.08,1.52,10.92,0.5,3860.02,3330.38,3958.45,4.91,4.24,107.22,92.51,5.04,109.96,0.56,0.24,0.71,0.16,0.19,0.14,1.0,0.6,1.0,0.07,0.26,0.6,0.1,0.41,1.0,0.7,0.09,4.5,2.06,4.38,1.25,0.75,1.2,1.0,6.74,2.45,0.47,1.99,5.07,0.86,1.7,1.41,7.16,0.52,3.18,1.46,3.1,0.88,0.53,0.85,0.71,4.77,1.73,0.33,1.4,3.58,0.6,1.2,1.0,5.06,0.37,0.42,11.74,8.3,0.87,38.57,0.42,11.74,8.3,0.87,38.57,0.08,0.1,0.05,0.08,0.02,0.09,0.0,0.16,0.01,0.05,0.07,0.09,0.09,0.02,0.0,0.13,0.04,1.78,2.11,1.06,1.78,0.44,1.92,0.03,3.53,0.17,1.14,1.58,2.0,1.86,0.47,0.06,2.89,0.92,56.48,10.81,16.06,6.46,11.26,12.25,2.62,3.27,4.49
1020,527,1425,137,50,445,43,4724,23.72,109.86,4.63,33.14,1.4,12.26,0.52,5015.15,4261.48,5391.08,4.92,4.18,116.63,99.1,5.29,125.37,0.78,0.18,0.74,0.12,0.17,0.1,0.0,0.68,1.0,0.07,0.28,0.62,0.07,0.4,0.0,0.71,0.06,6.84,2.04,5.76,0.98,0.82,1.07,0.0,9.33,2.83,0.46,2.37,5.79,0.75,2.0,0.0,7.7,0.25,4.83,1.44,4.07,0.69,0.58,0.76,0.0,6.6,2.0,0.33,1.68,4.09,0.53,1.41,0.0,5.44,0.18,0.44,13.93,9.85,0.88,44.83,0.44,13.93,9.85,0.88,44.83,0.08,0.12,0.06,0.07,0.02,0.1,0.0,0.19,0.01,0.04,0.07,0.09,0.11,0.02,0.0,0.12,0.02,1.79,2.95,1.42,1.56,0.56,2.44,0.0,4.44,0.19,0.98,1.65,2.02,2.65,0.58,0.0,2.77,0.37,64.57,10.15,14.86,6.16,10.18,12.24,3.4,4.25,5.83
778,357,1156,139,46,361,26,3746,29.92,144.08,4.81,44.46,1.49,13.73,0.46,3773.24,3130.39,3772.3,4.85,4.02,145.12,120.4,4.85,145.09,0.8,0.22,0.74,0.31,0.09,0.12,0.0,0.67,0.89,0.12,0.35,0.73,0.05,0.36,0.0,0.67,0.05,6.2,2.07,4.13,1.77,0.43,1.05,0.0,8.64,2.67,0.6,2.5,5.99,0.55,1.34,0.0,6.5,0.32,4.38,1.47,2.92,1.25,0.3,0.74,0.0,6.11,1.89,0.42,1.77,4.23,0.39,0.94,0.0,4.59,0.23,0.46,12.94,9.15,0.88,45.16,0.46,12.94,9.15,0.88,45.16,0.08,0.12,0.04,0.04,0.03,0.1,0.0,0.21,0.01,0.03,0.07,0.09,0.15,0.02,0.0,0.12,0.05,2.31,3.58,1.19,1.23,0.85,2.85,0.0,6.35,0.35,0.96,2.0,2.58,4.5,0.54,0.0,3.62,1.5,50.76,13.61,19.12,7.6,11.52,16.21,2.59,3.24,4.45
812,376,1107,119,37,369,33,3651,24.61,110.64,4.5,33.55,1.36,11.39,0.46,3785.17,3165.45,3796.91,4.66,3.9,114.7,95.92,4.68,115.06,0.81,0.27,0.72,0.22,0.14,0.11,1.0,0.77,1.0,0.1,0.25,0.49,0.07,0.44,0.0,0.67,0.03,6.91,2.22,4.07,1.56,0.65,0.9,1.0,9.39,2.0,0.62,1.87,3.91,0.72,2.2,0.0,7.06,0.26,4.88,1.57,2.88,1.1,0.46,0.63,0.71,6.64,1.41,0.44,1.32,2.76,0.51,1.56,0.0,4.99,0.18,0.45,12.95,9.16,0.88,44.3,0.45,12.95,9.16,0.88,44.3,0.09,0.08,0.04,0.06,0.03,0.08,0.0,0.18,0.0,0.05,0.07,0.08,0.12,0.03,0.0,0.14,0.07,2.21,2.0,0.97,1.52,0.64,1.85,0.03,4.55,0.12,1.27,1.7,1.91,2.85,0.76,0.0,3.33,1.79,66.52,10.09,15.7,6.05,9.44,12.05,2.71,3.38,4.64
1244,478,1998,267,69,594,43,6367,28.93,148.07,5.12,46.47,1.61,11.12,0.38,5412.7,4655.61,5730.63,4.35,3.74,125.88,108.27,4.61,133.27,0.56,0.2,0.83,0.17,0.06,0.08,0.0,0.64,0.6,0.07,0.4,0.68,0.05,0.73,0.0,0.69,0.03,6.18,2.09,4.46,1.25,0.43,0.81,0.0,10.25,2.32,0.45,2.53,11.18,0.77,2.41,0.0,7.66,0.18,4.37,1.48,3.15,0.88,0.3,0.57,0.0,7.25,1.64,0.32,1.79,7.9,0.54,1.71,0.0,5.42,0.13,0.48,16.84,11.91,0.9,55.18,0.48,16.84,11.91,0.9,55.18,0.1,0.09,0.02,0.04,0.04,0.08,0.0,0.21,0.01,0.04,0.03,0.22,0.16,0.01,0.0,0.1,0.02,2.81,2.58,0.67,1.21,1.14,2.28,0.0,5.95,0.35,1.05,0.93,6.37,4.77,0.26,0.0,2.86,0.7,41.59,14.64,20.16,7.24,13.27,17.14,4.15,5.18,7.11
23,11,41,7,2,26,1,119,23.0,119.0,5.17,41.0,1.78,11.0,0.48,95.5,103.45,110.23,4.15,4.5,95.5,103.45,4.79,110.23,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.41,1.41,1.41,0.0,2.0,0.0,1.41,1.0,2.24,1.73,1.0,0.0,1.41,0.0,0.0,0.71,0.71,1.0,1.0,1.0,0.0,1.41,0.0,1.0,0.71,1.58,1.22,0.71,0.0,1.0,0.0,1.13,5.42,3.83,1.04,-86.58,1.13,5.42,3.83,1.04,-86.58,0.0,0.04,0.04,0.09,0.09,0.09,0.0,0.17,0.0,0.09,0.04,0.22,0.13,0.04,0.0,0.09,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,5.0,3.0,1.0,0.0,2.0,0.0,32.68,14.41,21.37,8.08,13.34,14.44,0.08,0.1,0.13
1704,822,2427,253,94,594,66,7816,25.82,118.42,4.59,36.77,1.42,12.45,0.48,7786.85,6651.34,8237.17,4.57,3.9,117.98,100.78,4.83,124.81,0.64,0.12,0.59,0.09,0.08,0.1,1.0,0.55,0.46,0.06,0.21,0.63,0.05,0.45,1.0,0.47,0.03,7.58,1.67,4.94,0.89,0.57,1.25,1.0,9.36,3.18,0.49,2.31,8.53,0.71,2.51,1.41,6.4,0.32,5.36,1.18,3.49,0.63,0.4,0.88,0.71,6.62,2.25,0.35,1.63,6.03,0.5,1.78,1.0,4.53,0.23,0.35,14.39,10.18,0.86,38.71,0.35,14.39,10.18,0.86,38.71,0.08,0.11,0.04,0.06,0.03,0.09,0.0,0.17,0.03,0.04,0.07,0.11,0.14,0.02,0.0,0.11,0.05,2.14,2.88,1.05,1.55,0.74,2.2,0.02,4.42,0.73,1.02,1.77,2.8,3.61,0.47,0.03,2.86,1.3,60.13,11.29,16.27,6.82,10.02,13.08,5.68,7.1,9.74
724,365,1029,92,28,345,39,3351,18.56,85.92,4.63,26.38,1.42,9.36,0.5,3778.62,3318.71,3868.68,5.22,4.58,96.89,85.1,5.34,99.2,0.72,0.22,0.69,0.2,0.15,0.14,1.0,0.64,0.89,0.11,0.38,0.75,0.11,0.33,1.0,0.67,0.2,6.02,2.09,4.62,1.18,0.67,1.2,1.0,8.41,2.67,0.46,2.63,4.24,1.12,1.41,1.0,6.29,0.45,4.26,1.47,3.27,0.84,0.47,0.85,0.71,5.95,1.89,0.32,1.86,3.0,0.79,1.0,0.71,4.45,0.32,0.48,12.82,9.07,0.89,46.07,0.48,12.82,9.07,0.89,46.07,0.1,0.13,0.06,0.05,0.03,0.1,0.0,0.24,0.01,0.03,0.06,0.04,0.13,0.02,0.0,0.12,0.01,1.77,2.36,1.15,0.9,0.51,1.77,0.03,4.46,0.23,0.49,1.21,0.82,2.49,0.46,0.03,2.26,0.13,67.75,8.42,12.51,4.84,9.82,9.65,2.41,3.02,4.14
106,52,163,20,6,88,3,521,35.33,173.67,4.92,54.33,1.54,17.33,0.49,527.24,443.72,529.13,4.97,4.19,175.75,147.91,4.99,176.38,1.0,0.67,1.0,0.67,0.5,0.33,0.0,0.91,1.0,0.67,0.75,1.0,0.27,1.0,0.0,1.0,1.0,3.46,2.58,1.73,1.63,1.0,1.0,0.0,4.26,1.73,1.15,1.5,3.46,0.9,1.0,0.0,3.16,1.41,2.45,1.83,1.22,1.15,0.71,0.71,0.0,3.02,1.22,0.82,1.06,2.45,0.64,0.71,0.0,2.24,1.0,0.83,8.55,6.04,0.96,107.72,0.83,8.55,6.04,0.96,107.72,0.11,0.14,0.03,0.06,0.04,0.08,0.0,0.21,0.03,0.03,0.04,0.11,0.1,0.01,0.0,0.09,0.02,4.0,5.0,1.0,2.0,1.33,3.0,0.0,7.33,1.0,1.0,1.33,4.0,3.67,0.33,0.0,3.33,0.67,40.88,16.34,21.68,8.08,12.26,19.39,0.35,0.44,0.61
1513,759,2175,236,88,596,52,7203,29.1,138.52,4.76,41.83,1.44,14.6,0.5,7539.47,6627.8,7631.11,4.98,4.38,144.99,127.46,5.04,146.75,0.7,0.14,0.68,0.16,0.14,0.05,0.0,0.62,0.7,0.05,0.2,0.46,0.07,0.38,0.0,0.7,0.05,7.55,1.8,5.08,1.46,0.9,0.66,0.0,10.53,3.83,0.46,2.14,5.19,0.94,2.63,0.0,10.1,0.22,5.34,1.27,3.59,1.03,0.64,0.46,0.0,7.44,2.71,0.32,1.52,3.67,0.66,1.86,0.0,7.14,0.16,0.39,15.32,10.83,0.87,43.83,0.39,15.32,10.83,0.87,43.83,0.08,0.11,0.04,0.05,0.03,0.1,0.0,0.19,0.02,0.05,0.08,0.09,0.11,0.03,0.0,0.14,0.01,2.21,3.13,1.08,1.52,0.85,2.85,0.0,5.5,0.58,1.46,2.21,2.48,3.13,0.9,0.0,4.02,0.38,55.69,12.72,17.88,7.43,11.18,15.54,5.04,6.3,8.65
1507,737,2219,215,71,561,56,7114,26.91,127.04,4.72,39.62,1.47,13.16,0.49,7242.2,6007.84,7588.11,4.81,3.99,129.32,107.28,5.04,135.5,0.62,0.16,0.61,0.14,0.07,0.08,0.0,0.57,0.55,0.09,0.25,0.52,0.04,0.33,0.0,0.63,0.03,7.02,2.0,4.83,1.26,0.58,1.04,0.0,10.16,1.81,0.6,2.05,6.47,0.5,2.0,0.0,8.79,0.18,4.96,1.41,3.41,0.89,0.41,0.74,0.0,7.18,1.28,0.42,1.45,4.57,0.35,1.41,0.0,6.21,0.12,0.37,14.45,10.22,0.86,40.55,0.37,14.45,10.22,0.86,40.55,0.09,0.1,0.04,0.05,0.05,0.1,0.0,0.21,0.01,0.03,0.05,0.1,0.13,0.02,0.0,0.13,0.02,2.32,2.8,1.11,1.36,1.34,2.77,0.0,5.61,0.2,0.8,1.23,2.73,3.55,0.64,0.0,3.5,0.57,54.95,12.28,16.47,6.43,10.86,14.26,5.02,6.28,8.61
469,222,657,57,19,275,20,2198,23.45,109.9,4.69,32.85,1.4,11.1,0.47,2002.98,1624.07,2203.48,4.27,3.46,100.15,81.2,4.7,110.17,0.83,0.29,0.84,0.19,0.18,0.19,0.5,0.66,0.81,0.27,0.57,0.68,0.12,0.64,0.67,0.91,0.25,4.46,2.21,4.2,1.08,0.6,1.06,0.71,6.22,4.49,0.9,2.71,5.46,1.22,2.41,1.15,6.19,0.5,3.15,1.56,2.97,0.76,0.43,0.75,0.5,4.4,3.18,0.64,1.92,3.86,0.86,1.7,0.82,4.38,0.35,0.59,12.7,8.98,0.91,59.1,0.59,12.7,8.98,0.91,59.1,0.06,0.13,0.05,0.07,0.02,0.07,0.0,0.19,0.07,0.02,0.05,0.14,0.21,0.03,0.01,0.1,0.01,1.45,2.95,1.25,1.55,0.55,1.6,0.1,4.5,1.55,0.55,1.15,3.25,4.85,0.7,0.15,2.3,0.2,64.52,10.09,14.24,5.57,10.49,12.37,1.56,1.95,2.68
778,363,1098,104,36,347,44,3615,17.68,82.16,4.65,24.95,1.41,8.25,0.47,3592.94,3056.31,3761.15,4.62,3.93,81.66,69.46,4.83,85.48,0.85,0.22,0.96,0.17,0.13,0.15,1.0,0.63,0.5,0.11,0.23,0.48,0.09,0.81,0.5,0.61,0.08,6.58,1.99,5.1,1.11,0.73,1.15,1.0,7.76,1.41,0.57,1.79,4.72,0.93,3.25,0.71,6.1,0.28,4.66,1.41,3.61,0.78,0.52,0.81,0.71,5.49,1.0,0.4,1.27,3.34,0.66,2.3,0.5,4.31,0.2,0.45,12.44,8.8,0.88,42.38,0.45,12.44,8.8,0.88,42.38,0.08,0.11,0.04,0.05,0.04,0.08,0.0,0.2,0.01,0.04,0.08,0.12,0.15,0.02,0.0,0.13,0.02,1.36,1.86,0.64,0.91,0.68,1.39,0.02,3.48,0.18,0.64,1.39,2.16,2.61,0.36,0.05,2.27,0.3,69.49,7.96,12.42,5.17,9.85,9.3,2.59,3.24,4.45
300,154,435,52,18,184,14,1413,21.43,100.93,4.71,31.07,1.45,11.0,0.51,1325.48,1185.84,1492.27,4.42,3.95,94.68,84.7,4.97,106.59,0.92,0.51,0.86,0.25,0.22,0.26,0.0,1.0,1.0,0.24,0.43,0.58,0.14,1.0,1.0,0.86,0.25,4.6,3.04,3.21,1.22,0.67,1.15,0.0,6.08,2.24,1.09,1.96,3.88,0.93,2.24,1.0,5.26,0.5,3.25,2.15,2.27,0.87,0.47,0.81,0.0,4.3,1.58,0.77,1.39,2.74,0.65,1.58,0.71,3.72,0.35,0.61,10.62,7.51,0.91,55.63,0.61,10.62,7.51,0.91,55.63,0.08,0.12,0.05,0.08,0.03,0.06,0.0,0.12,0.02,0.07,0.07,0.15,0.14,0.02,0.0,0.12,0.01,1.79,2.5,1.0,1.71,0.64,1.36,0.0,2.64,0.36,1.5,1.5,3.21,3.0,0.36,0.07,2.64,0.29,62.42,9.88,15.5,6.48,10.51,11.47,1.0,1.25,1.71
1468,650,2199,232,95,548,68,7277,21.59,107.01,4.96,32.34,1.5,9.56,0.44,7520.19,6498.71,7164.37,5.12,4.43,110.59,95.57,4.88,105.36,0.61,0.14,0.8,0.17,0.08,0.07,0.0,0.51,0.58,0.1,0.28,0.57,0.04,0.38,1.0,0.61,0.05,6.28,1.84,5.37,1.43,0.55,0.9,0.0,9.81,2.86,0.69,2.3,5.77,0.64,2.04,1.0,8.21,0.3,4.44,1.3,3.79,1.01,0.39,0.64,0.0,6.94,2.02,0.49,1.63,4.08,0.45,1.44,0.71,5.8,0.22,0.37,14.3,10.11,0.86,40.36,0.37,14.3,10.11,0.86,40.36,0.07,0.12,0.03,0.05,0.04,0.1,0.0,0.26,0.02,0.04,0.05,0.07,0.14,0.02,0.0,0.12,0.03,1.57,2.51,0.66,1.03,0.78,2.18,0.0,5.51,0.35,0.76,1.0,1.49,2.94,0.43,0.01,2.69,0.63,58.2,10.51,14.96,6.75,11.98,12.71,4.89,6.12,8.39
721,310,1136,151,40,319,24,3701,30.04,154.21,5.13,47.33,1.58,12.92,0.43,3464.2,2743.68,3464.3,4.8,3.81,144.34,114.32,4.8,144.35,0.83,0.19,0.9,0.13,0.35,0.11,0.0,0.64,0.54,0.2,0.44,0.44,0.05,0.45,0.0,0.78,0.08,5.6,1.97,2.85,0.73,1.46,1.0,0.0,7.89,2.75,0.77,2.2,4.71,0.46,1.51,0.0,6.93,0.29,3.96,1.39,2.01,0.52,1.03,0.71,0.0,5.58,1.94,0.55,1.56,3.33,0.33,1.07,0.0,4.9,0.2,0.44,11.88,8.4,0.88,40.76,0.44,11.88,8.4,0.88,40.76,0.06,0.14,0.01,0.04,0.02,0.11,0.0,0.21,0.04,0.02,0.03,0.16,0.1,0.02,0.0,0.11,0.02,1.92,4.29,0.42,1.25,0.71,3.38,0.0,6.29,1.08,0.62,1.04,4.88,3.08,0.46,0.0,3.33,0.5,43.05,14.72,20.39,7.38,13.4,17.77,2.4,3.0,4.12
1294,622,1876,187,76,483,48,6158,26.96,128.29,4.76,39.08,1.45,12.96,0.48,6447.38,5604.86,6437.5,4.98,4.33,134.32,116.77,4.97,134.11,0.74,0.17,0.76,0.08,0.17,0.06,0.0,0.53,0.62,0.06,0.27,0.5,0.05,0.48,0.0,0.61,0.04,6.9,1.94,4.7,0.69,1.09,0.74,0.0,8.51,1.77,0.42,2.44,6.27,0.64,2.69,0.0,8.03,0.19,4.88,1.37,3.33,0.49,0.77,0.52,0.0,6.02,1.25,0.29,1.73,4.43,0.45,1.91,0.0,5.68,0.13,0.37,13.43,9.49,0.86,38.76,0.37,13.43,9.49,0.86,38.76,0.07,0.1,0.03,0.06,0.03,0.11,0.0,0.2,0.01,0.04,0.06,0.12,0.12,0.02,0.0,0.13,0.02,1.79,2.69,0.79,1.58,0.85,3.06,0.0,5.4,0.17,1.08,1.69,3.23,3.27,0.65,0.0,3.56,0.58,56.82,12.03,16.56,7.19,11.08,14.46,4.31,5.39,7.39
490,221,752,92,38,264,25,2376,19.6,95.04,4.85,30.08,1.53,8.84,0.45,2152.46,1862.06,2329.13,4.39,3.8,86.1,74.48,4.75,93.17,0.79,0.31,1.0,0.19,0.33,0.16,0.0,0.75,1.0,0.2,0.4,0.68,0.09,0.6,0.0,0.67,0.11,4.87,2.43,3.46,1.08,0.58,0.99,0.0,6.36,2.83,0.89,2.53,6.83,0.95,1.9,0.0,4.62,0.33,3.44,1.72,2.45,0.76,0.41,0.7,0.0,4.5,2.0,0.63,1.79,4.83,0.67,1.34,0.0,3.27,0.24,0.54,11.93,8.43,0.9,50.27,0.54,11.93,8.43,0.9,50.27,0.08,0.12,0.02,0.06,0.01,0.08,0.0,0.15,0.02,0.04,0.08,0.21,0.22,0.02,0.0,0.1,0.02,1.52,2.44,0.48,1.24,0.12,1.48,0.0,2.88,0.32,0.8,1.6,4.08,4.4,0.4,0.0,1.92,0.36,57.11,10.16,15.35,7.04,11.2,11.21,1.63,2.04,2.8
1658,705,2528,295,105,656,68,8041,24.38,118.25,4.85,37.18,1.52,10.37,0.43,8297.52,6783.22,8039.85,5.0,4.09,122.02,99.75,4.85,118.23,0.55,0.15,0.68,0.1,0.06,0.1,0.0,0.57,0.63,0.08,0.19,0.58,0.05,0.35,0.25,0.66,0.04,6.91,2.0,5.17,0.84,0.44,1.09,0.0,10.88,3.27,0.57,2.0,7.57,0.77,2.06,0.5,9.87,0.29,4.88,1.41,3.65,0.6,0.31,0.77,0.0,7.69,2.31,0.4,1.42,5.35,0.54,1.46,0.35,6.98,0.21,0.4,16.11,11.39,0.87,45.37,0.4,16.11,11.39,0.87,45.37,0.09,0.11,0.03,0.04,0.03,0.07,0.0,0.22,0.02,0.03,0.07,0.1,0.15,0.02,0.0,0.14,0.03,2.28,2.69,0.84,1.01,0.69,1.79,0.0,5.32,0.4,0.74,1.62,2.51,3.59,0.5,0.06,3.31,0.69,53.09,11.91,16.87,7.1,11.5,13.6,5.53,6.91,9.47
